DELETE * FROM creature WHERE map = 1195;
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (3776622, 89021, 1195, 6951, 7309, 2, 4294967295, 0, 0, 6961.39, -1073.58, 4.60309, 4.37583, 86400, 0, 0, 97854, 0, 0, 0, 0, 0, 2048, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344955, 87252, 1195, 6951, 7309, 2, 1, 0, 0, 6862.9, -557.889, 5.00883, 3.91949, 86400, 0, 0, 1, 0, 0, 0, 0, 32768, 2099200, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344957, 86809, 1195, 6951, 7309, 2, 1, 0, 1, 6804.69, -612.573, 4.8065, 0.0101115, 86400, 0, 0, 1, 0, 0, 0, 0, 32832, 4196352, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344960, 84848, 1195, 6951, 7309, 2, 1, 0, 0, 6561.42, -655.732, 10.0072, 4.69743, 86400, 0, 0, 1, 0, 0, 0, 0, 33554432, 2048, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344961, 84848, 1195, 6951, 7309, 2, 1, 0, 0, 6648.59, -657.302, 10.0372, 4.69822, 86400, 0, 0, 1, 0, 0, 0, 0, 33554432, 2048, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344962, 84848, 1195, 6951, 7309, 2, 1, 0, 0, 6604.19, -653.485, 10.0066, 4.74496, 86400, 0, 0, 1, 0, 0, 0, 0, 33554432, 2048, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344963, 84464, 1195, 6951, 7310, 2, 1, 0, 0, 6861.77, -990.17, 23.13, 3.00226, 86400, 0, 0, 1, 0, 0, 0, 0, 33554432, 2048, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344964, 84464, 1195, 6951, 7310, 2, 1, 0, 0, 6861.77, -990.17, 23.13, 3.00226, 86400, 0, 0, 1, 0, 0, 0, 0, 33554432, 2048, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344965, 84215, 1195, 6951, 7310, 2, 1, 0, 0, 6735.09, -965.656, 23.1295, 5.456, 86400, 0, 0, 1, 0, 0, 0, 0, 33554496, 1073741824, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344966, 84028, 1195, 6951, 7309, 2, 1, 0, 1, 6852.68, -1194.71, 4.95833, 3.4632, 86400, 0, 0, 1, 0, 2, 0, 0, 32832, 2048, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (3776644, 81279, 1195, 6951, 7309, 2, 4294967295, 0, 0, 6885.67, -684.23, 57.0399, 3.23218, 86400, 0, 0, 134820, 0, 0, 0, 0, 0, 2048, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344968, 83776, 1195, 6951, 7309, 2, 1, 0, 1, 6674.67, -1174.1, 64.0259, 3.14159, 86400, 0, 0, 1, 0, 0, 0, 0, 33088, 71305216, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344969, 83776, 1195, 6951, 7309, 2, 1, 0, 1, 6574.67, -1174.1, 64.0259, 3.14159, 86400, 0, 0, 1, 0, 0, 0, 0, 33088, 71305216, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344970, 83776, 1195, 6951, 7309, 2, 1, 0, 1, 6662.97, -1174.42, 64.0259, 6.02139, 86400, 0, 0, 1, 0, 0, 0, 0, 33088, 71305216, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344971, 83776, 1195, 6951, 7309, 2, 1, 0, 1, 6562.97, -1174.42, 64.0259, 6.02139, 86400, 0, 0, 1, 0, 0, 0, 0, 33088, 71305216, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344972, 83775, 1195, 6951, 7309, 2, 1, 0, 0, 6662.97, -1184.17, 64.0259, 0, 86400, 0, 0, 1, 0, 0, 0, 0, 33024, 71305216, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344973, 83775, 1195, 6951, 7309, 2, 1, 0, 0, 6687.02, -1176.37, 64.0259, 3.14159, 86400, 0, 0, 1, 0, 0, 0, 0, 33024, 71305216, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344974, 83775, 1195, 6951, 7309, 2, 1, 0, 0, 6562.97, -1184.17, 64.0259, 0, 86400, 0, 0, 1, 0, 0, 0, 0, 33024, 71305216, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344975, 83775, 1195, 6951, 7309, 2, 1, 0, 0, 6587.02, -1176.37, 64.0259, 3.14159, 86400, 0, 0, 1, 0, 0, 0, 0, 33024, 71305216, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344977, 83765, 1195, 6951, 7309, 2, 1, 0, 1, 6636.93, -750.158, 5.0175, 4.96598, 86400, 0, 0, 1, 0, 0, 0, 0, 32768, 4196352, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344978, 83764, 1195, 6951, 7309, 2, 1, 0, 1, 6625.02, -754.684, 5.01933, 4.90016, 86400, 0, 0, 1, 0, 0, 0, 0, 32768, 4196352, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344979, 83764, 1195, 6951, 7309, 2, 1, 0, 1, 6642.15, -751.858, 5.01766, 4.90016, 86400, 0, 0, 1, 0, 0, 0, 0, 32768, 4196352, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344980, 83764, 1195, 6951, 7309, 2, 1, 0, 1, 6652.28, -752.828, 5.01731, 4.76253, 86400, 0, 0, 1, 0, 0, 0, 0, 32768, 4196352, 0, 0, 0, 0, NULL);
INSERT INTO `creature` (`guid`, `id`, `map`, `zoneId`, `areaId`, `spawnMask`, `phaseMask`, `modelid`, `equipment_id`, `position_x`, `position_y`, `position_z`, `orientation`, `spawntimesecs`, `spawndist`, `currentwaypoint`, `curhealth`, `curmana`, `MovementType`, `npcflag`, `npcflag2`, `unit_flags`, `unit_flags2`, `unit_flags3`, `dynamicflags`, `WorldEffectID`, `isActive`, `protec_anti_doublet`) VALUES (344981, 83764, 1195, 6951, 7309, 2, 1, 0, 1, 6660.85, -751.594, 5.01129, 4.58235, 86400, 0, 0, 1, 0, 0, 0, 0, 32768, 4196352, 0, 0, 0, 0, NULL);
